Premises, Premises Frequency, Conclusion, Conclusion Frequency, Premise and Conclusion Frequency, Support, Confidence, Laplace, Gain, Ps, Lift, Conviction
Banana, 527515.0, Organic Raspberries, 142603.0, 23791.0, 0.005474316090154216, 0.04510013933253083, 0.896639051710022, -0.237288396893554, 0.001491430586493924, 1.3744598194257136, 1.0128674719096016
Organic Raspberries, 142603.0, Organic Red Bell Pepper, 59878.0, 6443.0, 0.001482536193050465, 0.04518137767087649, 0.969664928459938, -0.06414344820476901, 0.001030440578351033, 3.2792536464572954, 1.032889421659178
Organic Garlic, 113936.0, Bag of Organic Bananas, Organic Baby Spinach, 52608.0, 5153.0, 0.0011857068140290307, 0.04522714506389552, 0.975608465454239, -0.051247707338197494, 8.683505269963635E-4, 3.736200801678082, 1.0346910038713755
Organic Strawberries, 275577.0, Organic Red Bell Pepper, 59878.0, 12471.0, 0.002869580764167678, 0.04525413949640209, 0.9430692319476673, -0.12395111657318075, 0.0019959164428558864, 3.2845346824499524, 1.032968138858168
Limes, 146660.0, Green Bell Pepper, 58005.0, 6640.0, 0.0015278659509320328, 0.04527478521750989, 0.9688331299243578, -0.06596515223090288, 0.0010774523894146809, 3.3921402050705622, 1.033441892159558
Organic Yellow Onion, 117716.0, Organic Lacinato (Dinosaur) Kale, 44828.0, 5342.0, 0.0012291957695600782, 0.04538040708145027, 0.9748246221083343, -0.052943776603908345, 9.498003988606997E-4, 4.399485096990592, 1.0367324024883076
Organic Baby Spinach, 251705.0, Original Hummus, 74172.0, 11430.0, 0.002630046358306195, 0.04541030174211875, 0.9477394469679636, -0.11320474255113576, 0.0016415702454789173, 2.6607080577634132, 1.0296916076100486
Large Lemon, 160792.0, Apple Honeycrisp Organic, 87272.0, 7310.0, 0.0016820331477881265, 0.04546246081894622, 0.9659437688981549, -0.0723145397384358, 9.390589831124177E-4, 2.2639187575550435, 1.0265899945631196
Large Lemon, 160792.0, Fresh Cauliflower, 74235.0, 7311.0, 0.0016822632480819415, 0.04546868003383253, 0.9659439907888725, -0.07231430963814198, 0.00105027719167552, 2.661867664688002, 1.029739395794239
Organic Whole Milk, 142813.0, Organic Gala Apples, 75655.0, 6503.0, 0.0014963422106793688, 0.045535070336734054, 0.9696329307262789, -0.06422628431054243, 9.242846573653566E-4, 2.615719698150723, 1.0294686915506455
Large Lemon, 160792.0, Broccoli Crown, 44976.0, 7327.0, 0.0016859448527829825, 0.045568187472013535, 0.9659475410403524, -0.07231062803344095, 0.0013030499262263015, 4.40315276032629, 1.0369006944184966
Large Lemon, 160792.0, Red Vine Tomato, 56643.0, 7329.0, 0.0016864050533706126, 0.04558062590178616, 0.9659479848217875, -0.07231016783285331, 0.0012041852622609078, 3.49717096739183, 1.0341014189804891
Limes, 146660.0, Apple Honeycrisp Organic, 87272.0, 6709.0, 0.0015437428712052723, 0.04574526114823401, 0.9688484885448063, -0.06594927531062963, 8.660686648309539E-4, 2.278001518553554, 1.0268942319713146
Organic Strawberries, 275577.0, Original Hummus, 74172.0, 12639.0, 0.0029082376135286087, 0.04586376947277893, 0.9431055837185611, -0.12391245972381983, 0.0018260132566640143, 2.6872779152322117, 1.0301809841808605
Organic Baby Spinach, 251705.0, Bag of Organic Bananas, Organic Strawberries, 64702.0, 11554.0, 0.002658578794739263, 0.045902941935996505, 0.947766417350134, -0.11317621011470269, 0.0017963075676973802, 3.0832280045570033, 1.0325071673405093
Organic Avocado, 184224.0, Organic Baby Carrots, 80493.0, 8463.0, 0.0019473387865568965, 0.04593863991662324, 0.9612019897773918, -0.08283265426901623, 0.0011622140364144933, 2.4802921907680218, 1.028737330861163
Organic Avocado, 184224.0, Broccoli Crown, 44976.0, 8466.0, 0.0019480290874383417, 0.0459549244398124, 0.9612026520063883, -0.08283196396813479, 0.001509335402740235, 4.44052229468246, 1.0373210181964194
Organic Raspberries, 142603.0, Organic Small Bunch Celery, 70714.0, 6557.0, 0.0015087676265453823, 0.045980799842920556, 0.9696903265074965, -0.0641172167712741, 9.748571870207549E-4, 2.8258814865817743, 1.0311413938641805
Organic Baby Spinach, 251705.0, Organic Large Extra Fancy Fuji Apple, 78056.0, 11585.0, 0.00266571190384753, 0.04602610198446594, 0.9477731599456766, -0.11316907700559443, 0.001625474462995915, 2.5625994596629607, 1.0294194563486685
Organic Avocado, 184224.0, Original Hummus, 74172.0, 8485.0, 0.001952400993020828, 0.046058059753343754, 0.9612068461233666, -0.0828275920625523, 0.0012289309649741369, 2.698661889687604, 1.030390802141477
Organic Yellow Onion, 117716.0, Organic Russet Potato, 33708.0, 5422.0, 0.0012476037930652833, 0.046060008834822794, 0.9748425446725515, -0.05292536858040314, 0.0010375150281073406, 5.938460313739476, 1.040153247044522
Carrots, 111395.0, Organic Raspberries, 142603.0, 5135.0, 0.0011815650087403597, 0.046097221598815026, 0.9761605949396566, -0.05008247945031801, 3.4050166328053737E-4, 1.4048466326806575, 1.0139261879729198
Organic Yellow Onion, 117716.0, Organic Carrot Bunch, 37562.0, 5433.0, 0.001250134896297249, 0.04615345407591152, 0.9748450090251313, -0.05292283747717117, 0.0010160256584501432, 5.339963974910288, 1.0393254313284637
Limes, 146660.0, Organic Red Bell Pepper, 59878.0, 6784.0, 0.0015610003932414022, 0.04625664802945589, 0.9688651826974678, -0.0659320177885935, 0.0010960428337803902, 3.357296513365531, 1.034053922965012
Carrots, 111395.0, Organic Lemon, 91251.0, 5158.0, 0.001186857315498106, 0.046303694061672424, 0.9761657549840419, -0.05007718714356026, 6.486647716066436E-4, 2.2052652511987607, 1.026535504010215
Bag of Organic Bananas, 394930.0, Strawberries, 149445.0, 18388.0, 0.004231084202671418, 0.04656014989998228, 0.9205751866591322, -0.17751593387009595, 0.0011061860950064874, 1.353991092475358, 1.012767256885175
Organic Garlic, 113936.0, Grated Parmesan, 46932.0, 5310.0, 0.0012218325601579961, 0.04660511164162337, 0.9756436682977319, -0.05121158159206853, 9.387165842034428E-4, 4.315660944383191, 1.0375563631497418
Organic Whole Milk, 142813.0, Organic Grape Tomatoes, 88078.0, 6667.0, 0.0015340786588650395, 0.04668342517838012, 0.9696694665590198, -0.06418854786235677, 8.680858602292381E-4, 2.303446316547863, 1.027710261415186
Organic Avocado, 184224.0, Red Vine Tomato, 56643.0, 8642.0, 0.001988526739149793, 0.046910283133576515, 0.9612415027741876, -0.08279146631642334, 0.0014360337121497291, 3.599188843969905, 1.0355440957881592
Limes, 146660.0, Red Vine Tomato, 56643.0, 6886.0, 0.0015844706232105389, 0.04695213418791763, 0.9688878867450875, -0.06590854755862437, 0.001144633102910093, 3.6023998637683574, 1.035589569487624
Organic Garlic, 113936.0, Red Peppers, 58185.0, 5352.0, 0.001231496772498229, 0.046973739643308525, 0.975653085618921, -0.0512019173797283, 8.804973891155543E-4, 3.508543977000661, 1.0352407435605278
Organic Raspberries, 142603.0, Banana, Organic Strawberries, 58330.0, 6725.0, 0.0015474244759063132, 0.04715889567540655, 0.9697277552091619, -0.06407855992191316, 0.0011070166933247663, 3.513617463423886, 1.0354068956345956
Organic Hass Avocado, 220877.0, Organic Baby Carrots, 80493.0, 10418.0, 0.002397184860965349, 0.04716652254422144, 0.9539155138556297, -0.09925054033301495, 0.001455852572896457, 2.5465873117802897, 1.0300630280861378
Organic Strawberries, 275577.0, Organic Kiwi, 52021.0, 13003.0, 0.0029919941204772926, 0.047184634421595414, 0.9431843458888312, -0.12382870321687114, 0.002232969242242203, 3.9418920331496623, 1.0369584583847102
Large Lemon, 160792.0, Carrots, 111395.0, 7587.0, 0.0017457709291748996, 0.04718518334245485, 0.9660052326268997, -0.07225080195704903, 7.974300286105655E-4, 1.840868540137871, 1.02262051422388
Organic Hass Avocado, 220877.0, Organic Whole String Cheese, 61669.0, 10425.0, 0.0023987955630220543, 0.0471982143908148, 0.9539170466549064, -0.09924892963095824, 0.0016776021564783735, 3.326147384677685, 1.0346432593537063
Organic Yellow Onion, 117716.0, Bag of Organic Bananas, Organic Strawberries, 64702.0, 5559.0, 0.0012791275333179472, 0.04722382683747324, 0.9748732370637733, -0.05289384484015047, 8.758653026810419E-4, 3.1719497541282635, 1.033938587611526
Organic Zucchini, 109412.0, Organic Yellow Squash, 11610.0, 5173.0, 0.0011903088199053322, 0.04728000584944979, 0.9766035970743442, -0.04916115787388249, 0.0011230527442434226, 17.69816047384196, 1.0468223000589276
Large Lemon, 160792.0, Banana, Organic Baby Spinach, 53395.0, 7612.0, 0.0017515234365202761, 0.047340663714612666, 0.966010779894837, -0.07224504944970364, 0.0012969548976663543, 3.853155875979218, 1.036796425743374
Carrots, 111395.0, Michigan Organic Kale, 70076.0, 5274.0, 0.0012135489495806537, 0.047345033439561916, 0.9761917795557246, -0.05005049550947772, 8.002451972301247E-4, 2.9362156590134822, 1.032772122485121
Organic Raspberries, 142603.0, Bag of Organic Bananas, Organic Baby Spinach, 52608.0, 6758.0, 0.0015550177856022104, 0.047390307356787724, 0.9697351072755604, -0.06407096661221727, 0.0011578127002936209, 3.914898985732053, 1.0370405543553296
Organic Yellow Onion, 117716.0, Organic Gala Apples, 75655.0, 5584.0, 0.001284880040663324, 0.04743620238540215, 0.9748788378650911, -0.0528880923328051, 8.133520498927902E-4, 2.724928457722466, 1.031523310808178
Organic Strawberries, 275577.0, Organic Blackberries, 64589.0, 13081.0, 0.0030099419433948674, 0.04746767691062752, 0.9432012234967462, -0.12381075539395357, 0.0020675406466046055, 3.193906835279697, 1.034230574903385
Organic Raspberries, 142603.0, Organic Granny Smith Apple, 61116.0, 6786.0, 0.0015614605938290324, 0.047586656662202055, 0.9697413453925045, -0.06406452380399046, 0.0011000177335469506, 3.3838655405232747, 1.0351988423302785
Organic Avocado, 184224.0, Organic Red Onion, 70804.0, 8808.0, 0.002026723387923094, 0.04781136008337676, 0.9612781461119985, -0.08275326966765004, 0.0013361046656853504, 2.9346487760368007, 1.0331019900456435
Organic Blueberries, 105026.0, Organic Baby Carrots, 80493.0, 5022.0, 0.0011555636755392572, 0.04781673109515739, 0.9775320228885608, -0.047177463240902814, 7.079644918907856E-4, 2.581692991752183, 1.0307664176653675
Organic Garlic, 113936.0, Jalapeno Peppers, 44460.0, 5459.0, 0.0012561175039364407, 0.047912863361887374, 0.9756770773657601, -0.051177296648290085, 9.879137987685502E-4, 4.6834457531082, 1.0395789448767574
Organic Blueberries, 105026.0, Organic Yellow Onion, 117716.0, 5036.0, 0.0011587850796526682, 0.047950031420791045, 0.9775351682795408, -0.0471742418367894, 5.041991466850377E-4, 1.7702566176440742, 1.0219143384513656
Limes, 146660.0, Red Peppers, 58185.0, 7033.0, 0.0016182953664013533, 0.047954452475112506, 0.9689206072843044, -0.06587472281543355, 0.001166484090185732, 3.5817949918298213, 1.0363071566999575
Large Lemon, 160792.0, Organic Cucumber, 85005.0, 7714.0, 0.0017749936664894128, 0.04797502363301657, 0.9660334127480211, -0.07222157921973452, 0.0010513191905033162, 2.4527515138222378, 1.0298472717235871
Organic Raspberries, 142603.0, Fresh Cauliflower, 74235.0, 6853.0, 0.0015768773135146417, 0.04805649250015778, 0.9697562723151926, -0.06404910708430485, 0.001016382341117228, 2.813365669936057, 1.0325386926269904
Carrots, 111395.0, Fresh Cauliflower, 74235.0, 5367.0, 0.0012349482769054548, 0.04817990035459401, 0.9762126440830219, -0.05002909618215291, 7.971150093710419E-4, 2.820590321653413, 1.0326725660183245
Organic Baby Spinach, 251705.0, Asparagus, 71151.0, 12139.0, 0.0027931874666210763, 0.048227091237758486, 0.947893656653115, -0.11304160144282088, 0.001844971645236003, 2.945729657348498, 1.0334693548631781
Organic Hass Avocado, 220877.0, Original Hummus, 74172.0, 10653.0, 0.0024512584300118894, 0.04823046310842686, 0.9539669721170673, -0.09919646676396841, 0.0015838476182562602, 2.825948670216101, 1.032742657657813
Limes, 146660.0, Organic Small Bunch Celery, 70714.0, 7077.0, 0.0016284197793292163, 0.048254466112096, 0.9689304011871991, -0.06586459840250569, 0.0010793197950323794, 2.9656161462370605, 1.0336047323538315
Organic Avocado, 184224.0, Banana, Large Lemon, 43038.0, 8900.0, 0.0020478926149540802, 0.048310752127844366, 0.9612984544678935, -0.08273210044061904, 0.0016281020866270365, 4.87836784482817, 1.0403573916260016
Carrots, 111395.0, Cucumber Kirby, 99728.0, 5391.0, 0.0012404706839570163, 0.04839534988105391, 0.9762180284771632, -0.05002357377510135, 6.522813378982578E-4, 2.1089648975605497, 1.026742101119708
Large Lemon, 160792.0, Seedless Red Grapes, 86748.0, 7782.0, 0.0017906404864688372, 0.04839793024528583, 0.9660485013168105, -0.07220593239975509, 0.0010521272996816848, 2.424656077244724, 1.0298834889721777
Organic Hass Avocado, 220877.0, Organic Garnet Sweet Potato (Yam), 54507.0, 10692.0, 0.002460232341470677, 0.0484070319680184, 0.9539755119987527, -0.09918749285250962, 0.0018227955578277379, 3.859570712895631, 1.0376893865947896
Organic Hass Avocado, 220877.0, Michigan Organic Kale, 70076.0, 10700.0, 0.0024620731438211975, 0.04844325122126795, 0.9539772637693549, -0.0991856520501591, 0.0016425633551598769, 3.0043242654160656, 1.0339640731604949
Organic Whole Milk, 142813.0, Banana, Organic Strawberries, 58330.0, 6923.0, 0.001592984334081696, 0.04847597907753496, 0.9697264981028101, -0.06412964218714011, 0.001151927998283582, 3.6117479895150106, 1.0368400882883844
Organic Whole Milk, 142813.0, Organic Half & Half, 79006.0, 6939.0, 0.0015966659387827372, 0.048588013696232134, 0.9697300625742971, -0.06412596058243906, 9.99270141318897E-4, 2.6727103631481133, 1.0319616636334559
Organic Zucchini, 109412.0, Organic Gala Apples, 75655.0, 5328.0, 0.0012259743654466672, 0.048696669469528026, 0.9766383867639371, -0.04912549232834115, 7.877092143526302E-4, 2.7973348152055433, 1.0328900685373423
Organic Yellow Onion, 117716.0, Bag of Organic Bananas, Organic Garlic, 22230.0, 5735.0, 0.0013196251850293988, 0.04871895069489279, 0.9749126667050508, -0.05285334718843902, 0.0011810742996308267, 9.524480346936848, 1.0458369492330744
Organic Baby Spinach, 251705.0, Organic Garnet Sweet Potato (Yam), 54507.0, 12271.0, 0.002823560705404665, 0.04875151466995094, 0.9479223670599413, -0.11301122820403729, 0.002097156301021927, 3.8870368741830323, 1.0380651727843853
Organic Yellow Onion, 117716.0, Bag of Organic Bananas, Organic Baby Spinach, 52608.0, 5741.0, 0.0013210057867922892, 0.04876992082639573, 0.9749140108973672, -0.05285196658667613, 9.931207225076255E-4, 4.028868438012828, 1.0385446227701567
Banana, 527515.0, Seedless Red Grapes, 86748.0, 25756.0, 0.005926463167500819, 0.04882515189141541, 0.8970422571625909, -0.2368362498162074, 0.0035036014347776434, 2.4460591735211286, 1.0303460627254213
Limes, 146660.0, Fresh Cauliflower, 74235.0, 7171.0, 0.0016500492069478324, 0.048895404336560755, 0.9689513245252015, -0.06584296897488708, 0.0010736083701365124, 2.862477988331566, 1.0334494325547945
Organic Zucchini, 109412.0, Bag of Organic Bananas, Organic Strawberries, 64702.0, 5352.0, 0.001231496772498229, 0.04891602383650788, 0.9766437735545839, -0.04911996992128959, 8.566817330945361E-4, 3.285611949983285, 1.0357782020083535
Organic Whole Milk, 142813.0, Apple Honeycrisp Organic, 87272.0, 6993.0, 0.0016090913546487507, 0.04896613053433511, 0.9697420926655653, -0.06411353516657306, 9.491930426691001E-4, 2.438392893931771, 1.0303720178848474
Organic Blueberries, 105026.0, Organic Lemon, 91251.0, 5146.0, 0.0011840961119723254, 0.048997391122198315, 0.9775598820658119, -0.047148930804469746, 6.766746826914354E-4, 2.3335555883999786, 1.0294431465801348
Organic Baby Spinach, 251705.0, Apple Honeycrisp Organic, 87272.0, 12345.0, 0.0028405881271469794, 0.049045509624361855, 0.9479384622880107, -0.11299420078229498, 0.0016775308101181518, 2.442345777423601, 1.0304580261996474
Carrots, 111395.0, Organic Italian Parsley Bunch, 63021.0, 5467.0, 0.0012579583062869613, 0.049077606714843576, 0.9762350790586105, -0.050006086152771405, 8.862644913305898E-4, 3.3843939707057467, 1.0363609652506687
Carrots, 111395.0, Organic Whole Milk, 142813.0, 5478.0, 0.001260489409518927, 0.049176354414471025, 0.9762375469059252, -0.05000355504953944, 4.181874975314262E-4, 1.4964817146676876, 1.0171588508863945
Organic Avocado, 184224.0, Banana, Organic Strawberries, 58330.0, 9079.0, 0.0020890805675469765, 0.049282395344797635, 0.9613379674646896, -0.08269091248802615, 0.0015201326257904715, 3.67183078489991, 1.0377195552401393
Limes, 146660.0, Asparagus, 71151.0, 7258.0, 0.001670067932509743, 0.04948861311877813, 0.968970689742289, -0.06582295024932516, 0.001117574607528774, 3.0227839088685267, 1.0348409788358284
Organic Raspberries, 142603.0, Organic Whole String Cheese, 61669.0, 7059.0, 0.001624277974040545, 0.049501062389991794, 0.9698021670327104, -0.06400170642377893, 0.001158659809390769, 3.488433436144569, 1.0371499703718752
Organic Baby Spinach, 251705.0, Organic Cilantro, 73050.0, 12479.0, 0.002871421566518198, 0.04957787886613297, 0.9479676077010012, -0.11296336734292377, 0.0018978981339286408, 2.949514588344588, 1.034478419298415
Organic Garlic, 113936.0, Organic Lacinato (Dinosaur) Kale, 44828.0, 5661.0, 0.0013025977632870839, 0.04968578851284932, 0.9757223701962412, -0.051130816388939446, 0.001032174108422797, 4.816878035099396, 1.0414292999786838
Organic Blueberries, 105026.0, Organic Cucumber, 85005.0, 5226.0, 0.0012025041354775305, 0.04975910726867633, 0.9775778557285546, -0.04713052278096454, 7.298149748543915E-4, 2.5439638469650703, 1.0317808168685763
Organic Hass Avocado, 220877.0, Fresh Cauliflower, 74235.0, 11011.0, 0.0025336343351976824, 0.04985127469134405, 0.9540453638515128, -0.09911409085878262, 0.001665486764541921, 2.918437395711289, 1.0344891052391165
Limes, 146660.0, Honeycrisp Apple, 83320.0, 7314.0, 0.0016829535489633867, 0.049870448656757126, 0.9689831547096096, -0.06581006463287152, 0.0010359669452977413, 2.601218540582203, 1.032309796209039
Organic Whole Milk, 142813.0, Organic Blueberries, 105026.0, 7145.0, 0.0016440665993086407, 0.05003045941195829, 0.969775955144691, -0.06407855992191316, 8.499232301412699E-4, 2.0702390313129255, 1.0272260792043155
Bag of Organic Bananas, 394930.0, Organic Gala Apples, 75655.0, 19768.0, 0.0045486226081362085, 0.05005444002734662, 0.9208662730250897, -0.17719839546463118, 0.0029666749596006913, 2.875330680093669, 1.0343663928485625
Organic Raspberries, 142603.0, Organic D'Anjou Pears, 50808.0, 7151.0, 0.0016454472010715311, 0.050146210107781745, 0.96982266370267, -0.06398053719674796, 0.0012618326182255986, 4.289323906469887, 1.0404854671201444
Organic Zucchini, 109412.0, Organic Baby Carrots, 80493.0, 5492.0, 0.0012637108136323379, 0.0501955909772237, 0.9766751965000227, -0.04908775588015549, 7.97419401207352E-4, 2.7101310038293613, 1.033348053268942
Organic Strawberries, 275577.0, Organic Baby Carrots, 80493.0, 13849.0, 0.0031866589690448376, 0.05025455680263592, 0.9433674030208322, -0.1236340383683036, 0.002012206545527853, 2.713314652203749, 1.0334122096398262
Organic Garlic, 113936.0, Bag of Organic Bananas, Organic Yellow Onion, 25574.0, 5735.0, 0.0013196251850293988, 0.050335275944389836, 0.9757389626192888, -0.05111378896719713, 0.0011653507460738515, 8.553751314627279, 1.0468067202080893
Organic Strawberries, 275577.0, Organic Gala Apples, 75655.0, 13872.0, 0.003191951275802584, 0.0503380180494018, 0.9433723797513712, -0.12362874606154585, 0.0020880888517262356, 2.891620555408827, 1.0346752644063792
Organic Baby Spinach, 251705.0, Bag of Organic Bananas, Organic Hass Avocado, 64761.0, 12693.0, 0.002920663029394622, 0.05042808049105103, 0.9480141533605532, -0.11291412588004734, 0.0020576055205933585, 3.3840885452132285, 1.0374132328825239
Cucumber Kirby, 99728.0, Banana, Organic Strawberries, 58330.0, 5034.0, 0.001158324879065038, 0.050477298251243384, 0.9786996708474492, -0.0447365593241126, 8.503300448659502E-4, 3.760858139316379, 1.039025447253409
Strawberries, 149445.0, Organic Raspberries, 142603.0, 7546.0, 0.0017363368171284818, 0.05049349258924688, 0.968434453536256, -0.06703834000125634, 6.079853501663819E-4, 1.5388262150296859, 1.0186207258742763
Organic Baby Spinach, 251705.0, Organic Red Onion, 70804.0, 12746.0, 0.0029328583449668207, 0.05063864444488588, 0.9480256810239002, -0.11290193056447514, 0.0019892669264716667, 3.1081867506215373, 1.0361786616240776
Cucumber Kirby, 99728.0, Asparagus, 71151.0, 5063.0, 0.001164997787585675, 0.05076808920263116, 0.978706194064817, -0.04472988641559196, 7.893053403355585E-4, 3.100934810142936, 1.0362358479589062
Organic Strawberries, 275577.0, Organic Whole String Cheese, 61669.0, 14028.0, 0.0032278469216377344, 0.05090410302746601, 0.9434061349672014, -0.1235928504157107, 0.002328050585237439, 3.587308361968872, 1.0386831806198897
Large Lemon, 160792.0, Banana, Limes, 33103.0, 8198.0, 0.0018863622086959042, 0.05098512363799194, 0.9661408078552864, -0.07211021067752801, 0.001604545889907977, 6.693587570829893, 1.045698033499834
Organic Hass Avocado, 220877.0, Organic Baby Arugula, 75752.0, 11304.0, 0.002601053721285497, 0.05117780484160868, 0.9541095224498162, -0.0990466714726948, 0.001715165464097981, 2.9360968498930355, 1.0355675147111165
Organic Baby Spinach, 251705.0, Carrots, 111395.0, 12885.0, 0.0029648422858071146, 0.05119087821060368, 0.9480559139523007, -0.11286994662363485, 0.0014803023436672962, 1.9971455140058987, 1.0269378270024134
Organic Yellow Onion, 117716.0, Organic Baby Arugula, 75752.0, 6043.0, 0.0013904960755244389, 0.05133541744537701, 0.9749816685772867, -0.052782476297943984, 9.183635217361965E-4, 2.945139165616812, 1.0357395655026955
Organic Raspberries, 142603.0, Original Hummus, 74172.0, 7346.0, 0.0016903167583654688, 0.0515136427704887, 0.9698661077313885, -0.06393566763945402, 0.0011302974535542481, 3.018318732664519, 1.0363174899829397
Organic Zucchini, 109412.0, Bag of Organic Bananas, Organic Baby Spinach, 52608.0, 5638.0, 0.0012973054565293375, 0.05152999670968449, 0.976707966143123, -0.04905416123725848, 9.92550277509377E-4, 4.256877473587968, 1.0415668184717426
Limes, 146660.0, Michigan Organic Kale, 70076.0, 7565.0, 0.001740708722710968, 0.051581890085913, 0.9690390244738505, -0.06575230945912394, 0.0011965628605113308, 3.1989744729003076, 1.0373858127822342
Large Lemon, 160792.0, Organic Raspberries, 142603.0, 8310.0, 0.0019121334416031916, 0.051681675705258966, 0.9661656596156454, -0.07208443944462073, 6.981089571723308E-4, 1.5750369668199955, 1.0198969934703959
Cucumber Kirby, 99728.0, Original Hummus, 74172.0, 5163.0, 0.0011880078169671814, 0.05177081662120969, 0.9787286879178094, -0.04470687638621046, 7.963638457308582E-4, 3.033387219563049, 1.0365985546919152
Organic Zucchini, 109412.0, Organic Blueberries, 105026.0, 5665.0, 0.0013035181644623442, 0.051776770372536834, 0.9767140262826005, -0.04904794852932548, 6.951084657140483E-4, 2.1425006326232494, 1.029117887066702
Bag of Organic Bananas, 394930.0, Large Lemon, 160792.0, 20464.0, 0.004708772412631494, 0.05181677765679994, 0.9210130818009641, -0.1770382456601359, 0.0013466082952126469, 1.4005183114756594, 1.0156282993249635
Organic Avocado, 184224.0, Asparagus, 71151.0, 9553.0, 0.0021981481068153175, 0.05185535000868508, 0.9614425996461491, -0.08258184494875781, 0.0015041447636999891, 3.1673451268231614, 1.0374241251097862
Limes, 146660.0, Banana, Organic Avocado, 55611.0, 7621.0, 0.0017535943391646116, 0.051963725623891996, 0.969051489441171, -0.0657394238426703, 0.0013217703831342443, 4.060901009950667, 1.0413144720757843
Strawberries, 149445.0, Organic Fuji Apple, 92889.0, 7780.0, 0.001790180285881207, 0.05205928602495902, 0.9684865070241067, -0.06698449653250362, 0.0010551926670047283, 2.435660465434402, 1.0323706951082379
Organic Garlic, 113936.0, Asparagus, 71151.0, 5969.0, 0.001373468653782124, 0.052389060525207136, 0.9757914305516285, -0.051059945498444406, 9.442522384334829E-4, 3.1999443746029423, 1.0380084199322706
Organic Avocado, 184224.0, Organic Blueberries, 105026.0, 9665.0, 0.002223919339722605, 0.052463305541080425, 0.9614673228620214, -0.08255607371585053, 0.0011995009181399081, 2.170909164525481, 1.029863531669365
Organic Hass Avocado, 220877.0, Organic Red Onion, 70804.0, 11593.0, 0.0026675527061980507, 0.05248622536524853, 0.9541728051628184, -0.09898017248778225, 0.0018395292591352026, 3.221590784246934, 1.0381991324357462
Organic Zucchini, 109412.0, Organic Large Extra Fancy Fuji Apple, 78056.0, 5743.0, 0.0013214659873799193, 0.052489672065221364, 0.9767315333522022, -0.0490300007064079, 8.692919786059302E-4, 2.922472237984006, 1.0364417806468167
Large Lemon, 160792.0, Organic Cilantro, 73050.0, 8450.0, 0.0019443474827373008, 0.052552365789342755, 0.9661967243160938, -0.07205222540348662, 0.0013224497064796177, 3.1264744094078596, 1.037726137081899
Organic Zucchini, 109412.0, Organic Baby Arugula, 75752.0, 5753.0, 0.00132376699031807, 0.05258106971812964, 0.976733777848305, -0.049027699703469756, 8.849399236909405E-4, 3.016602873867104, 1.0371013404287721
Organic Avocado, 184224.0, Organic Raspberries, 142603.0, 9689.0, 0.0022294417467741664, 0.05259358172659371, 0.9614726206939939, -0.08255055130879896, 8.384991213960947E-4, 1.6028279715478435, 1.020878673762558
Strawberries, 149445.0, Organic Hass Avocado, 220877.0, 7862.0, 0.0018090485099740423, 0.052607982869952157, 0.9685047479899345, -0.06696562830841078, 6.135114758904544E-5, 1.0351039882015514, 1.0018831911613175
Cucumber Kirby, 99728.0, Organic Baby Arugula, 75752.0, 5251.0, 0.0012082566428229073, 0.0526532167495588, 0.9787484825084426, -0.04468662756035473, 8.082699347781738E-4, 3.0207419859756417, 1.0371803228925605
Organic Hass Avocado, 220877.0, Organic Red Bell Pepper, 59878.0, 11641.0, 0.0026785975203011737, 0.05270354088474581, 0.9541833157864312, -0.09896912767367913, 0.001978349116775536, 3.825210463622436, 1.0410912498586162
Organic Baby Spinach, 251705.0, Organic Baby Carrots, 80493.0, 13304.0, 0.0030612543089156273, 0.05285552531733577, 0.9481470477436666, -0.11277353460052633, 0.0019885394333587314, 2.8537446237299435, 1.036250079354349
Strawberries, 149445.0, Organic Whole Milk, 142813.0, 7900.0, 0.0018177923211390148, 0.052862257017631906, 0.9685132011204403, -0.06695688449724581, 6.877792214759054E-4, 1.608647122481105, 1.0211172492123919
Organic Avocado, 184224.0, Organic Fuji Apple, 92889.0, 9742.0, 0.002241637062346365, 0.052881274969602224, 0.9614843200729335, -0.08253835599322676, 0.0013356023398738807, 2.4741182724533406, 1.0332666728518152
Organic Raspberries, 142603.0, Strawberries, 149445.0, 7546.0, 0.0017363368171284818, 0.0529161378091625, 0.9699106657095614, -0.063889647580691, 6.079853501663819E-4, 1.5388262150296859, 1.019564053553936
Limes, 146660.0, Organic Cucumber, 85005.0, 7762.0, 0.0017860384805925358, 0.052925132960589115, 0.9690828744481748, -0.06570697970124237, 0.0011259677143347561, 2.7058287866895596, 1.0352300104733443
Strawberries, 149445.0, Honeycrisp Apple, 83320.0, 7916.0, 0.001821473925840056, 0.05296931981665496, 0.9685167603332846, -0.06695320289254476, 0.001162201370372905, 2.7628541651478047, 1.0356877174554056
Organic Baby Spinach, 251705.0, Fresh Cauliflower, 74235.0, 13343.0, 0.0030702282203744144, 0.053010468604119905, 0.9481555303638655, -0.11276456068906754, 0.0020809125185498314, 3.1033857187468366, 1.0379402011337957
Organic Garlic, 113936.0, Cucumber Kirby, 99728.0, 6048.0, 0.0013916465769935142, 0.05308243224266255, 0.9758091440843415, -0.051041767575233016, 7.900402092700913E-4, 2.313217830887882, 1.0318243014673862
